employee_id,hire_date,department,role,salary_usd,age,gender,office,education,years_experience,performance_score,satisfaction_score,is_active
EMP-1403,2019-05-25,Legal,Senior Counsel,143800,22,Female,Berlin,Bachelor,1,3.6,3.0,True
EMP-1404,2018-07-05,Legal,General Counsel,164000,45,Non-binary,London,Bachelor,6,3.3,7.6,True
EMP-1405,2019-12-26,Product,Senior PM,164300,43,Non-binary,Sydney,Master,16,3.0,9.8,True
EMP-1406,2020-05-17,Product,Product Manager,129400,54,Female,Berlin,PhD,4,2.2,9.5,True
EMP-1407,2017-11-03,Legal,Senior Counsel,140500,57,Male,New York,High School,34,1.4,6.5,True
EMP-1408,2018-09-18,Sales,Sales Manager,111100,32,Female,Remote,Master,4,3.8,8.5,False
EMP-1409,2021-10-18,Finance,Analyst,90300,44,Male,Sydney,PhD,4,2.1,4.8,True
EMP-1410,2019-01-25,Operations,Ops Analyst,68300,41,Female,Remote,Master,11,3.0,8.5,False
EMP-1411,2023-02-14,Operations,Ops Manager,91700,48,Male,London,Bachelor,8,1.9,8.0,True
EMP-1412,2018-11-26,Marketing,SEO Specialist,97900,33,Non-binary,Sydney,Master,11,4.3,5.5,False
EMP-1413,2020-12-17,Product,Senior PM,158100,49,Female,Sydney,Bachelor,24,2.2,6.3,True
EMP-1414,2018-02-25,HR,HR Director,100500,22,Male,Toronto,PhD,1,4.5,2.1,True
EMP-1415,2023-03-19,Sales,Sales Manager,118200,30,Male,London,Bachelor,1,4.3,5.6,False
EMP-1416,2018-12-06,Product,Senior PM,168500,40,Male,Remote,PhD,3,3.8,9.5,True
EMP-1417,2015-02-08,Operations,Ops Manager,93200,26,Non-binary,Berlin,PhD,3,2.6,1.7,True
EMP-1418,2016-01-23,Operations,COO,96900,30,Male,Sydney,High School,1,1.9,8.1,True
EMP-1419,2017-11-27,HR,HR Director,97600,36,Female,Toronto,Bachelor,7,2.6,3.7,True
EMP-1420,2020-10-22,Legal,General Counsel,169600,34,Female,Toronto,Master,10,2.7,5.5,False
EMP-1421,2022-03-20,Legal,Paralegal,111200,22,Female,New York,High School,0,3.0,5.3,True
EMP-1422,2017-10-07,Sales,VP of Sales,132100,43,Non-binary,New York,High School,16,5.0,9.5,True
EMP-1423,2015-03-13,Engineering,Engineering Manager,179800,54,Female,New York,Master,28,3.7,7.9,True
EMP-1424,2018-01-24,Marketing,Marketing Manager,113100,57,Non-binary,Berlin,High School,24,2.9,6.0,True
EMP-1425,2023-12-15,Product,Product Analyst,87700,34,Male,London,PhD,4,3.7,4.8,True
EMP-1426,2016-12-19,Marketing,Content Writer,78800,31,Male,London,PhD,6,1.1,1.3,True
EMP-1427,2016-07-17,Marketing,Marketing Manager,95700,43,Female,Sydney,PhD,20,4.7,5.9,False
EMP-1428,2019-11-08,Operations,COO,91100,22,Male,Sydney,Master,1,4.9,2.8,True
EMP-1429,2022-05-16,Marketing,Marketing Manager,118500,54,Female,Sydney,Master,9,1.5,1.8,True
EMP-1430,2021-03-21,Legal,Associate,99200,37,Non-binary,New York,High School,3,4.7,3.1,True
EMP-1431,2020-06-19,Product,VP of Product,151600,57,Non-binary,Remote,Master,8,2.8,2.6,True
EMP-1432,2020-05-28,Operations,COO,85800,30,Female,Berlin,Master,0,1.7,2.6,False
EMP-1433,2022-07-13,Sales,SDR,93200,36,Female,Berlin,Master,3,1.7,2.8,True
EMP-1434,2021-09-29,Legal,Paralegal,82300,50,Female,Toronto,Master,14,2.2,3.2,False
EMP-1435,2016-02-15,Product,VP of Product,162700,49,Female,Remote,Master,23,4.5,1.3,True
EMP-1436,2017-01-07,Sales,SDR,84300,30,Female,Toronto,Bachelor,5,3.5,8.2,True
EMP-1437,2021-09-17,Product,VP of Product,171000,42,Non-binary,London,Master,15,1.0,10.0,True
EMP-1438,2019-02-10,HR,HR Director,93600,33,Non-binary,Sydney,Bachelor,12,1.8,6.9,True
EMP-1439,2020-08-21,Marketing,Content Writer,61100,55,Female,Remote,High School,0,3.7,2.4,True
EMP-1440,2018-03-25,HR,HR Director,87600,44,Non-binary,New York,PhD,1,4.3,7.6,True
EMP-1441,2021-01-28,Operations,COO,95900,36,Non-binary,Sydney,Master,13,2.4,4.6,False
EMP-1442,2015-09-14,HR,HR Director,96600,33,Non-binary,New York,Bachelor,0,4.0,2.2,True
EMP-1443,2023-11-11,Sales,Account Executive,90400,29,Male,Remote,PhD,7,4.8,4.0,True
EMP-1444,2015-07-07,Legal,Paralegal,81200,51,Female,New York,PhD,13,1.4,6.0,True
EMP-1445,2018-02-12,Finance,CFO,134100,51,Female,Toronto,Bachelor,11,1.2,5.8,True
EMP-1446,2021-10-15,Marketing,Marketing Manager,112600,46,Non-binary,Remote,PhD,16,3.1,3.7,True
EMP-1447,2022-10-20,Marketing,CMO,135900,25,Non-binary,Berlin,Bachelor,0,2.1,3.6,True
EMP-1448,2017-02-19,Product,Senior PM,131500,31,Male,London,High School,7,1.1,1.6,False
EMP-1449,2015-03-17,Operations,COO,107200,51,Male,New York,Bachelor,27,1.0,6.1,True
EMP-1450,2019-11-05,Marketing,CMO,124100,38,Female,New York,PhD,0,4.4,3.2,True
EMP-1451,2018-03-27,Finance,Finance Manager,128400,49,Female,Remote,PhD,1,2.1,6.0,True
EMP-1452,2021-07-23,Engineering,Staff Engineer,169100,34,Female,London,Master,8,3.6,2.1,False
EMP-1453,2023-10-02,Product,Product Manager,137500,26,Male,London,High School,4,4.0,9.7,False
EMP-1454,2018-11-21,HR,Recruiter,88400,32,Female,Sydney,High School,8,3.6,2.4,True
EMP-1455,2017-02-13,Product,Product Analyst,122300,47,Male,Toronto,Master,22,4.3,2.1,True
EMP-1456,2019-02-10,Engineering,Lead Engineer,129600,25,Male,New York,High School,4,2.6,8.3,True
EMP-1457,2019-12-12,Sales,Account Executive,79400,54,Male,London,Bachelor,32,1.6,8.7,True
EMP-1458,2020-12-22,Sales,Account Executive,108300,42,Male,Sydney,Master,17,2.5,7.6,True
EMP-1459,2015-12-07,Engineering,Lead Engineer,139500,58,Non-binary,New York,PhD,24,1.5,4.9,True
EMP-1460,2017-07-09,Finance,Accountant,82000,33,Female,Toronto,Master,2,1.9,1.2,True
EMP-1461,2020-10-22,Operations,Ops Manager,84700,46,Male,Berlin,PhD,18,3.7,2.4,True
EMP-1462,2017-11-11,Finance,Analyst,93600,22,Male,Remote,High School,1,3.5,7.7,True
EMP-1463,2020-09-21,Product,Product Analyst,90000,53,Male,Berlin,PhD,25,2.3,1.7,True
EMP-1464,2018-10-15,Product,Product Analyst,118700,28,Non-binary,New York,PhD,6,4.4,5.0,True
EMP-1465,2022-11-24,Engineering,Engineering Manager,175500,46,Male,London,Bachelor,13,4.9,4.0,True
EMP-1466,2015-06-10,Product,Senior PM,138200,25,Non-binary,Toronto,Bachelor,0,1.5,2.7,True
EMP-1467,2018-08-29,Engineering,Engineering Manager,168700,40,Non-binary,Sydney,High School,13,2.2,1.6,True
EMP-1468,2021-11-24,Operations,Ops Manager,69400,46,Non-binary,Toronto,PhD,18,4.1,4.7,True
EMP-1469,2022-11-04,Operations,Ops Manager,87400,28,Male,Sydney,Bachelor,6,1.0,8.9,True
EMP-1470,2022-03-31,Marketing,CMO,125600,53,Non-binary,Berlin,High School,20,4.8,3.2,True
EMP-1471,2016-12-14,Legal,Paralegal,84100,39,Non-binary,Sydney,Bachelor,1,3.8,4.3,True
EMP-1472,2019-08-20,Product,Senior PM,171600,31,Female,Sydney,Master,8,4.0,7.3,True
EMP-1473,2019-08-04,Engineering,Engineering Manager,175000,34,Female,Remote,Master,12,3.2,5.6,True
EMP-1474,2018-02-11,Sales,Sales Manager,122600,40,Female,Sydney,High School,16,1.0,6.3,True
EMP-1475,2016-05-26,Finance,Accountant,87600,54,Female,Sydney,Master,32,1.9,6.8,True
EMP-1476,2020-07-23,Engineering,Senior Dev,130200,31,Male,Toronto,Bachelor,2,4.1,2.1,True
EMP-1477,2019-09-06,Product,VP of Product,194000,35,Non-binary,Sydney,Bachelor,2,4.0,7.4,True
EMP-1478,2023-04-12,HR,HR Director,100500,39,Non-binary,London,Master,0,1.7,2.4,True
EMP-1479,2021-05-25,Engineering,Staff Engineer,176300,58,Female,Berlin,PhD,7,3.4,3.1,True
EMP-1480,2022-06-18,Operations,Ops Manager,81800,31,Non-binary,Sydney,PhD,9,1.2,7.7,True
EMP-1481,2017-06-23,Finance,Accountant,98800,56,Female,London,Bachelor,7,3.9,4.9,True
EMP-1482,2020-03-09,Finance,Analyst,90800,25,Female,Berlin,High School,4,3.1,7.0,True
EMP-1483,2019-09-23,Engineering,Staff Engineer,147900,40,Female,Toronto,Bachelor,2,1.9,1.3,True
EMP-1484,2017-03-04,HR,HR Coordinator,74100,24,Male,Remote,Master,0,1.7,2.2,True
EMP-1485,2023-09-04,Product,Product Manager,116200,23,Male,Sydney,Master,0,1.6,6.2,True
EMP-1486,2019-10-14,HR,HR Coordinator,62100,58,Male,Toronto,Master,6,4.1,4.4,False
EMP-1487,2018-05-13,Engineering,Engineering Manager,207300,42,Female,Toronto,Master,15,2.4,8.6,True
EMP-1488,2023-12-02,Sales,Account Executive,85500,55,Male,London,PhD,22,4.4,8.3,True
EMP-1489,2016-12-12,Engineering,Staff Engineer,148800,31,Male,Toronto,Master,0,2.8,5.8,True
EMP-1490,2018-04-27,Legal,Associate,116600,47,Non-binary,Toronto,Bachelor,21,4.6,4.6,False
EMP-1491,2022-12-22,Operations,Ops Analyst,77900,39,Female,London,PhD,15,3.0,1.8,True
EMP-1492,2016-01-19,Engineering,Lead Engineer,128200,48,Non-binary,Remote,PhD,20,3.5,8.3,True
EMP-1493,2018-04-29,HR,Recruiter,67700,39,Non-binary,New York,Master,12,3.4,6.4,True
EMP-1494,2019-09-22,Legal,Paralegal,79000,35,Female,London,Master,1,1.9,8.5,True
EMP-1495,2019-11-30,HR,HR Coordinator,54200,57,Female,Sydney,High School,7,3.9,9.8,True
EMP-1496,2023-01-19,Marketing,Content Writer,65000,45,Female,London,PhD,2,3.6,6.7,True
EMP-1497,2022-08-05,HR,HR Manager,91500,38,Non-binary,New York,High School,3,2.0,5.8,True
EMP-1498,2018-12-10,Product,Product Manager,129900,44,Male,Berlin,PhD,3,2.3,1.6,True
EMP-1499,2015-02-27,Product,Product Analyst,109500,42,Non-binary,Toronto,High School,13,4.4,4.9,True
EMP-1500,2015-02-21,Engineering,Staff Engineer,171300,54,Male,Remote,Bachelor,7,3.2,4.7,True
EMP-1501,2023-12-08,HR,HR Director,100300,56,Male,Remote,High School,4,3.9,7.7,True
EMP-1502,2023-07-17,HR,HR Director,108700,57,Non-binary,Remote,High School,7,3.4,2.5,True
EMP-1503,2018-02-11,HR,HR Manager,82900,31,Female,London,Bachelor,3,2.5,3.9,True
EMP-1504,2021-02-05,Legal,Senior Counsel,107700,29,Female,Sydney,Master,5,4.1,1.1,True
EMP-1505,2015-11-08,HR,HR Manager,75400,39,Non-binary,Remote,Master,7,4.5,5.3,True
EMP-1506,2019-11-20,Marketing,Content Writer,84900,32,Non-binary,Sydney,Master,2,4.1,4.0,True
EMP-1507,2020-04-25,Operations,Ops Analyst,68400,58,Male,New York,PhD,3,3.2,9.3,True
EMP-1508,2022-11-25,HR,Recruiter,66000,30,Female,Berlin,PhD,6,1.5,9.9,True
EMP-1509,2021-12-18,Finance,Finance Manager,122500,51,Male,Remote,Master,1,3.3,8.1,True
EMP-1510,2015-01-23,HR,HR Director,99300,48,Female,Toronto,PhD,15,4.6,2.5,True
EMP-1511,2023-05-22,Finance,Finance Manager,114300,34,Male,New York,Master,7,2.2,3.0,True
EMP-1512,2018-09-23,Marketing,SEO Specialist,74100,24,Male,Sydney,Master,2,3.0,9.7,True
EMP-1513,2021-09-07,Operations,Ops Analyst,75300,56,Female,London,PhD,1,4.7,6.7,True
EMP-1514,2020-04-26,Legal,Associate,96200,48,Female,Berlin,Bachelor,26,2.8,8.5,True
EMP-1515,2015-09-29,Engineering,Junior Dev,104400,22,Non-binary,Berlin,PhD,0,3.3,1.1,True
EMP-1516,2022-11-18,Marketing,Content Writer,78100,52,Male,Berlin,Master,10,2.6,9.6,True
EMP-1517,2015-09-03,Engineering,Junior Dev,98500,31,Female,Remote,Master,0,3.4,3.6,True
EMP-1518,2016-05-30,Product,Product Analyst,112900,29,Non-binary,Remote,PhD,3,3.1,7.0,True
EMP-1519,2022-10-06,Sales,SDR,91900,33,Female,Sydney,High School,1,4.4,5.1,True
EMP-1520,2022-10-01,Product,Senior PM,136100,52,Non-binary,Berlin,Bachelor,13,2.7,9.3,True
EMP-1521,2020-09-03,Finance,Analyst,80300,29,Male,Remote,Master,4,3.1,7.6,True
EMP-1522,2019-08-09,Operations,Ops Manager,78500,46,Female,New York,Master,25,2.3,7.5,True
EMP-1523,2018-08-03,Engineering,Staff Engineer,133200,42,Female,London,Bachelor,11,3.1,5.8,False
EMP-1524,2019-08-28,Operations,Ops Analyst,56000,44,Male,New York,Master,12,4.2,7.1,True
EMP-1525,2016-11-22,Operations,Ops Analyst,73500,48,Female,Remote,PhD,17,4.9,5.0,True
EMP-1526,2017-09-03,Product,Senior PM,167700,57,Female,Berlin,PhD,4,3.3,6.7,True
EMP-1527,2021-12-13,Product,Senior PM,124300,34,Non-binary,New York,Master,10,4.2,8.7,True
EMP-1528,2020-12-28,Engineering,Lead Engineer,159100,38,Female,London,PhD,2,3.0,1.5,False
EMP-1529,2023-03-08,Legal,Senior Counsel,147100,31,Male,New York,Bachelor,9,2.2,7.0,True
EMP-1530,2021-02-23,Product,VP of Product,153000,27,Male,London,High School,2,2.3,3.7,True
EMP-1531,2019-05-04,Marketing,SEO Specialist,86500,44,Male,Berlin,High School,16,1.2,9.0,True
EMP-1532,2021-05-19,HR,HR Director,96200,44,Non-binary,Sydney,Master,21,1.4,3.8,True
EMP-1533,2017-10-12,Finance,CFO,153600,56,Non-binary,Berlin,High School,35,3.3,4.3,True
EMP-1534,2020-12-13,HR,HR Coordinator,71100,52,Female,Remote,Bachelor,9,2.2,2.9,True
EMP-1535,2022-06-02,HR,HR Manager,97400,43,Female,Berlin,Master,4,3.4,3.8,True
EMP-1536,2019-11-05,Engineering,Lead Engineer,151200,47,Non-binary,Toronto,Bachelor,18,1.6,7.6,True
EMP-1537,2020-06-19,HR,HR Coordinator,59000,45,Female,Toronto,Bachelor,20,2.6,7.9,True
EMP-1538,2018-10-08,Engineering,Lead Engineer,140000,44,Male,Sydney,High School,18,1.8,5.2,True
EMP-1539,2020-11-18,HR,HR Coordinator,52600,53,Male,Remote,Master,7,2.3,5.0,True
EMP-1540,2019-05-01,HR,Recruiter,88300,39,Non-binary,Sydney,High School,18,4.4,2.4,True
EMP-1541,2023-01-29,Sales,Sales Manager,118200,53,Female,Sydney,Bachelor,26,2.7,9.8,True
EMP-1542,2020-07-25,Marketing,Content Writer,64800,43,Non-binary,Berlin,Master,20,1.4,7.1,True
EMP-1543,2015-08-31,Operations,COO,102300,39,Male,Remote,Bachelor,7,4.0,7.1,True
EMP-1544,2020-11-21,Finance,CFO,109500,49,Non-binary,Remote,Bachelor,18,3.6,8.4,True
EMP-1545,2017-09-22,HR,HR Manager,73600,51,Male,Sydney,High School,21,2.2,9.1,True
EMP-1546,2020-10-30,Operations,Ops Manager,74200,40,Female,London,Master,7,4.3,6.4,True
EMP-1547,2018-06-14,Engineering,Engineering Manager,168700,51,Male,Toronto,Master,14,2.5,2.4,False
EMP-1548,2018-10-17,HR,Recruiter,72400,29,Female,Toronto,PhD,8,2.0,1.4,True
EMP-1549,2016-04-29,Legal,Associate,125300,48,Male,Berlin,Bachelor,27,1.7,8.1,True
EMP-1550,2020-06-03,Sales,SDR,79500,40,Female,London,Master,5,3.2,5.6,True
EMP-1551,2018-07-01,Engineering,Lead Engineer,139500,45,Non-binary,Berlin,Master,11,5.0,8.3,True
EMP-1552,2019-01-31,Legal,General Counsel,137400,26,Female,Toronto,PhD,3,3.1,8.9,True
EMP-1553,2020-07-26,Legal,General Counsel,129700,26,Non-binary,Sydney,PhD,4,3.9,8.3,False
EMP-1554,2022-03-19,Engineering,Senior Dev,130800,38,Male,Remote,PhD,17,1.9,3.6,True
EMP-1555,2019-12-24,HR,HR Coordinator,55100,39,Male,London,High School,16,2.4,7.6,True
EMP-1556,2016-12-13,Legal,General Counsel,128000,51,Male,Toronto,PhD,7,2.9,1.7,True
EMP-1557,2017-10-22,Finance,Analyst,93700,41,Non-binary,Berlin,Bachelor,12,4.2,5.3,True
EMP-1558,2015-06-02,Operations,Ops Analyst,75000,52,Female,Sydney,High School,15,3.8,7.2,False
EMP-1559,2023-06-11,Finance,Analyst,91900,44,Male,Sydney,Master,0,3.3,1.8,True
EMP-1560,2016-11-08,Marketing,Marketing Manager,87200,35,Female,New York,PhD,14,1.3,5.6,True
EMP-1561,2019-08-17,Operations,Ops Analyst,58100,23,Female,Remote,PhD,2,4.6,7.0,True
EMP-1562,2019-12-14,Legal,Paralegal,108400,28,Male,Sydney,High School,4,1.5,6.7,True
EMP-1563,2016-07-19,Sales,Account Executive,106600,57,Female,London,PhD,35,2.8,2.1,True
EMP-1564,2016-11-29,Engineering,Junior Dev,85800,33,Male,London,Bachelor,3,2.6,8.5,True
EMP-1565,2022-07-24,HR,HR Director,96300,30,Male,Remote,Bachelor,3,3.2,4.6,True
EMP-1566,2020-08-26,Finance,Accountant,85100,26,Non-binary,Berlin,Bachelor,5,2.3,9.2,True
EMP-1567,2022-10-07,HR,Recruiter,82700,40,Non-binary,New York,Master,6,3.8,5.1,True
EMP-1568,2019-08-31,HR,Recruiter,76400,51,Non-binary,London,Bachelor,13,3.7,2.9,True
EMP-1569,2019-06-15,Product,Senior PM,151900,52,Female,Berlin,Master,16,1.3,1.6,True
EMP-1570,2018-04-29,Sales,Sales Manager,113700,44,Male,Berlin,Bachelor,6,3.2,2.3,False
EMP-1571,2020-09-19,Finance,Accountant,97700,57,Male,New York,PhD,36,1.3,1.7,True
EMP-1572,2015-07-04,Legal,Senior Counsel,155000,48,Male,Sydney,High School,21,3.2,5.8,False
EMP-1573,2018-02-19,Operations,Ops Analyst,65700,42,Non-binary,Remote,Master,4,2.1,9.0,False
EMP-1574,2023-09-03,Product,Senior PM,174300,41,Male,New York,Bachelor,6,4.8,3.5,True
EMP-1575,2019-07-23,Sales,Sales Manager,92900,52,Female,New York,Master,1,4.3,3.6,True
EMP-1576,2023-08-18,Sales,Sales Manager,120500,36,Male,London,Bachelor,13,4.7,2.3,True
EMP-1577,2017-06-14,Engineering,Engineering Manager,212600,49,Male,Toronto,PhD,1,2.7,8.8,True
EMP-1578,2016-02-14,Operations,Ops Manager,70100,54,Female,Remote,Bachelor,1,4.1,2.5,True
EMP-1579,2019-10-11,Product,VP of Product,192800,34,Non-binary,Toronto,Bachelor,1,3.2,5.8,False
EMP-1580,2020-10-21,Marketing,SEO Specialist,85300,45,Non-binary,Sydney,High School,17,1.1,4.6,True
EMP-1581,2017-05-06,Engineering,Lead Engineer,121700,37,Male,London,PhD,0,4.4,4.1,True
EMP-1582,2023-01-04,Product,Senior PM,129800,28,Male,London,PhD,4,4.7,8.3,True
EMP-1583,2018-01-31,Marketing,Marketing Manager,114900,22,Male,Remote,Bachelor,0,4.9,2.9,True
EMP-1584,2016-12-30,Finance,Analyst,91200,41,Female,New York,Master,20,4.2,8.9,True
EMP-1585,2022-05-12,Legal,Senior Counsel,147000,53,Non-binary,Toronto,PhD,15,1.4,4.1,True
EMP-1586,2018-03-26,Sales,VP of Sales,123400,24,Non-binary,New York,Bachelor,3,2.7,5.9,True
EMP-1587,2018-05-19,Engineering,Junior Dev,106500,46,Male,Toronto,Bachelor,21,1.1,7.4,True
EMP-1588,2017-12-17,Operations,Ops Manager,87800,51,Non-binary,Sydney,Bachelor,30,3.3,2.7,True
EMP-1589,2022-12-29,Product,Senior PM,138400,47,Male,Remote,Master,2,2.6,7.7,True
EMP-1590,2021-08-29,HR,HR Director,112300,26,Female,Remote,Bachelor,2,1.7,4.9,True
EMP-1591,2015-02-11,Legal,Associate,96100,56,Female,Toronto,PhD,23,3.0,5.0,True
EMP-1592,2018-07-29,Operations,Ops Manager,85800,50,Male,Toronto,Bachelor,17,1.2,3.9,True
EMP-1593,2018-02-21,Finance,Finance Manager,104900,34,Non-binary,New York,Bachelor,5,2.5,4.3,True
EMP-1594,2018-03-08,Operations,COO,91900,41,Non-binary,New York,PhD,16,4.1,9.5,True
EMP-1595,2018-10-23,Marketing,SEO Specialist,93700,28,Female,Berlin,High School,1,3.2,4.2,True
EMP-1596,2017-07-31,Finance,CFO,119500,29,Male,New York,Bachelor,8,2.4,1.7,True
EMP-1597,2019-01-16,Product,Product Manager,117700,55,Male,London,Bachelor,22,1.9,8.1,True
EMP-1598,2018-08-04,HR,Recruiter,72400,40,Non-binary,London,PhD,8,3.9,6.6,False
EMP-1599,2016-08-26,Legal,General Counsel,143300,30,Non-binary,London,Master,4,1.3,5.9,True
EMP-1600,2016-08-16,Operations,Ops Manager,70300,55,Male,London,Bachelor,3,4.5,7.7,True
EMP-1601,2022-10-25,HR,HR Coordinator,54900,32,Female,Berlin,Bachelor,6,2.1,5.5,True
EMP-1602,2019-11-24,Finance,Accountant,86600,46,Female,London,PhD,18,2.4,7.9,False
EMP-1603,2019-08-20,Product,Product Manager,139200,41,Female,New York,Master,14,3.4,8.6,True
EMP-1604,2018-09-22,Legal,Senior Counsel,151400,33,Non-binary,Toronto,Bachelor,9,4.2,2.2,False
EMP-1605,2019-03-21,HR,HR Coordinator,62600,37,Male,Remote,Bachelor,15,1.3,2.8,True
EMP-1606,2022-10-26,HR,Recruiter,68400,23,Non-binary,Berlin,Master,1,2.2,8.3,True
EMP-1607,2020-05-27,Finance,Analyst,91600,22,Non-binary,Remote,PhD,0,2.4,2.3,True
EMP-1608,2022-08-11,Sales,Account Executive,86700,32,Male,Berlin,Bachelor,1,1.3,7.3,True
EMP-1609,2021-09-26,Finance,CFO,128900,41,Female,New York,Master,11,1.2,9.7,True
EMP-1610,2016-01-15,Operations,Ops Manager,96800,41,Female,Toronto,PhD,8,3.6,3.7,True
EMP-1611,2022-06-09,HR,HR Manager,97200,56,Female,Remote,PhD,27,3.3,7.1,True
EMP-1612,2023-05-22,Marketing,CMO,107800,55,Non-binary,Remote,High School,14,4.6,2.2,True
EMP-1613,2023-01-04,Engineering,Engineering Manager,148400,38,Non-binary,Sydney,High School,1,2.4,9.3,True
EMP-1614,2022-09-14,Product,Senior PM,125200,58,Non-binary,Remote,Master,26,4.2,3.2,True
EMP-1615,2021-07-28,Operations,COO,99800,40,Non-binary,New York,PhD,7,2.0,5.1,True
EMP-1616,2015-02-24,Sales,Sales Manager,97500,44,Female,London,Master,9,3.7,1.6,False
EMP-1617,2019-12-26,Legal,Senior Counsel,122200,22,Female,Remote,High School,0,4.7,8.2,True
EMP-1618,2016-09-15,Sales,Sales Manager,121400,53,Male,Sydney,Bachelor,0,3.7,8.5,True
EMP-1619,2021-12-15,HR,HR Coordinator,65800,55,Male,Sydney,Bachelor,15,2.4,2.3,False
EMP-1620,2015-04-05,HR,HR Manager,80600,45,Non-binary,Toronto,Master,8,4.1,5.0,True
EMP-1621,2018-02-28,HR,HR Manager,99800,56,Female,London,Bachelor,20,1.7,7.3,True
EMP-1622,2019-05-25,Marketing,SEO Specialist,104900,46,Female,New York,Bachelor,7,1.4,5.0,True
EMP-1623,2018-01-31,Operations,COO,88300,41,Non-binary,London,PhD,9,2.6,1.1,True
EMP-1624,2023-10-27,Operations,COO,88900,34,Male,Toronto,PhD,5,2.4,7.2,True
EMP-1625,2019-05-19,Engineering,Staff Engineer,170100,56,Non-binary,Sydney,Master,15,3.5,7.4,True
EMP-1626,2015-07-14,Sales,SDR,68900,24,Female,New York,Bachelor,0,1.7,5.4,False
EMP-1627,2023-12-20,HR,HR Manager,78500,25,Male,Berlin,High School,2,3.4,4.3,True
EMP-1628,2020-11-15,HR,HR Director,93000,24,Female,Berlin,PhD,1,2.8,8.3,True
EMP-1629,2023-05-05,Operations,Ops Manager,97400,30,Male,Toronto,High School,7,2.3,2.6,True
EMP-1630,2016-12-13,Product,Senior PM,158000,45,Non-binary,Toronto,Master,16,1.4,9.1,True
EMP-1631,2019-02-25,Product,Product Analyst,121800,29,Non-binary,Remote,Master,3,3.7,8.5,False
EMP-1632,2015-01-24,Legal,Senior Counsel,108400,49,Female,Remote,PhD,3,1.7,6.2,True
EMP-1633,2020-03-23,Product,Senior PM,142200,33,Male,Berlin,Bachelor,8,3.5,3.2,True
EMP-1634,2015-02-06,Engineering,Staff Engineer,180400,57,Male,Sydney,PhD,30,3.6,6.9,False
EMP-1635,2021-08-13,HR,HR Director,88300,55,Male,Sydney,High School,20,4.7,5.2,True
EMP-1636,2018-10-11,Engineering,Engineering Manager,147300,23,Female,New York,Master,2,4.5,9.6,False
EMP-1637,2016-01-14,Product,Product Analyst,111200,50,Male,Remote,Bachelor,18,1.8,6.4,True
EMP-1638,2022-04-06,Sales,Sales Manager,119600,29,Non-binary,Berlin,PhD,1,4.7,7.4,True
EMP-1639,2021-07-11,Engineering,Lead Engineer,115200,52,Male,Berlin,High School,24,3.1,2.9,True
EMP-1640,2023-07-11,Sales,VP of Sales,147300,29,Female,Toronto,Master,2,4.6,6.8,True
EMP-1641,2017-01-22,Product,Product Analyst,107100,56,Male,Berlin,Master,18,3.6,3.4,True
EMP-1642,2020-10-16,HR,HR Manager,104400,30,Female,Berlin,Bachelor,0,3.6,8.8,False
EMP-1643,2021-11-02,Engineering,Senior Dev,133400,36,Female,Toronto,High School,15,3.9,4.7,True
EMP-1644,2022-10-12,Sales,SDR,74700,28,Male,New York,PhD,2,1.9,5.9,True
EMP-1645,2020-04-16,Marketing,CMO,136600,27,Non-binary,Berlin,Bachelor,2,1.1,9.5,True
EMP-1646,2017-11-13,Operations,Ops Analyst,77000,45,Non-binary,Sydney,Bachelor,17,2.1,2.9,True
EMP-1647,2023-10-02,Legal,Associate,98400,48,Non-binary,New York,Master,4,2.1,7.3,True
EMP-1648,2021-10-08,HR,HR Manager,84200,51,Non-binary,Toronto,Bachelor,18,2.4,6.6,True
EMP-1649,2022-07-14,Marketing,CMO,117800,42,Non-binary,New York,Master,1,3.2,3.9,True
EMP-1650,2019-11-14,Sales,Account Executive,89500,57,Male,New York,Master,20,3.0,6.2,True
EMP-1651,2019-05-15,Engineering,Staff Engineer,167100,22,Non-binary,London,Bachelor,0,1.6,8.4,True
